tweet_id,label,tweet_text
1716450877526204897,3,Got my HPV vax from Kindred
1716450877526204897,3,They had 50% off the 3 doses of Gardasil 9 worth ₱26K back in March.
1427752940966658050,3,The HPV vaccine Gardasil-9 requires 3-doses within 6-months for individuals 15+
1730423998855704763,1,They definitely pulled the old bait and switch.
1730423998855704763,1,"Yes, I get the point and I totally agree. They definitely pulled the old bait and switch"
1730423998855704763,1,"Yes, I get the point and I totally agree. They definitely pulled the old bait and switch"
1240020647784452101,1,Each 0.5ml dose of the Gardasil 9 HPV Vaccine contains approximately 500 mcg of aluminum which is 2000% (or 20 times) more than the safe recommended limit of 25 mcg per day for IV solutions as put forth by the FDA
1240020647784452101,2,more than the safe recommended limit of 25 mcg per day for IV solutions as put forth by the FDA
1481759688425230337,3,"Currently the only licensed high-dose inactivated influenza (flu) vaccine, the Fluzone High-Dose Quadrivalent, is approved for people 65 years and older but is not recommended for people with a history of allergic reaction to the vaccine"
1473583617607671809,3,But hopefully not as grim as getting covid I guess
1473583617607671809,2,SAME
1538948319887630336,3,"By any measure, shingrix protecting against shingles by itself is a major feat"
1476019763478470659,3,A new CDC study finds the mRNA COVID-19 vaccines authorized by the Food and Drug Administration (Pfizer-BioNTech and Moderna) reduce the risk of infection by 91 percent for fully vaccinated people
1476019763478470659,3,A new CDC study finds the mRNA COVID-19 vaccines authorized by the Food and Drug Administration (Pfizer-BioNTech and Moderna) reduce the risk of infection by 91 percent for fully vaccinated people
1476019763478470659,2,A new CDC study finds the mRNA COVID-19 vaccines authorized by the Food and Drug Administration (Pfizer-BioNTech and Moderna) reduce the risk of infection by 91 percent for fully vaccinated people
1476019763478470659,2,A new CDC study finds the mRNA COVID-19 vaccines authorized by the Food and Drug Administration (Pfizer-BioNTech and Moderna) reduce the risk of infection by 91 percent for fully vaccinated people
1476019763478470659,2,A new CDC study finds the mRNA COVID-19 vaccines authorized by the Food and Drug Administration (Pfizer-BioNTech and Moderna) reduce the risk of infection by 91 percent for fully vaccinated people
1476019763478470659,2,A new CDC study finds the mRNA COVID-19 vaccines authorized by the Food and Drug Administration (Pfizer-BioNTech and Moderna) reduce the risk of infection by 91 percent for fully vaccinated people
1196615876205694977,3,you cant study this issue fully if you only look at one vaccine
1196615876205694977,3,you cant study this issue fully if you only look at one vaccine
1196615876205694977,3,you cant study this issue fully if you only look at one vaccine
1196615876205694977,3,you cant study this issue fully if you only look at one vaccine
1196615876205694977,3,you cant study this issue fully if you only look at one vaccine
1196615876205694977,3,Hannah Poling received a cocktail of vaccines all on one day
1196615876205694977,3,Hannah Poling received a cocktail of vaccines all on one day
1196615876205694977,3,Hannah Poling received a cocktail of vaccines all on one day
1196615876205694977,3,Hannah Poling received a cocktail of vaccines all on one day
1196615876205694977,3,Hannah Poling received a cocktail of vaccines all on one day
1608501008271048705,1,"You mean covid shot? How much did Pfizer, Moderna, and Johnson & Johnson pay you for this ad?"
1608501008271048705,3,"How much did Pfizer, Moderna, and Johnson & Johnson pay you for this ad?"
1608560826906206208,1,"They wanted their drug companies to be the sole treatment for covid. Pfizer, Moderna and Johnson and Johnson to a lesser degree."
1608560826906206208,1,"They wanted their drug companies to be the sole treatment for covid. Pfizer, Moderna and Johnson and Johnson to a lesser degree."
1608560826906206208,1,"They wanted their drug companies to be the sole treatment for covid. Pfizer, Moderna and Johnson and Johnson to a lesser degree."
1467213372257144833,3,"We have a vaccine for that, Gardasil 9"
1724565946700886304,1,"supposedly demonstrated the efficacy of the companies vaccine, codename BNT162? 162!"
1474524630710894598,1,Moderna absolutely *leveled* me all 3 times for about a week a piece
1026755030400094209,3,Fluzone Quadrivalent is a vaccine indicated for active immunization for the prevention of influenza disease
1026755030400094209,3,from Sanofi Pasteur Inc
1604967279179055107,2,"Unlike Pfizer-BioNTech vaccine and Moderna vaccine which are mRNA based vaccines, the new Johnson & Johnson COVID-19 vaccine is based on the development and production of adenovirus vectors"
1604967279179055107,2,"Or, perhaps some chose J&J alternatively"
1604967279179055107,2,"Or, perhaps some chose J&J alternatively"
1604967279179055107,2,"Or, perhaps some chose J&J alternatively"
1194154882334248962,3,The vaccine product I find worthwhile for my family is Varivax
1366221845708500994,3,I dont want zoster
1475160540305666056,1,TrialSite reported that Israel has put a hold on whether to commence with a fourth booster using the COVID-19 vaccine from Pfizer-BioNTech called
1475160540305666056,1,TrialSite reported that Israel has put a hold on whether to commence with a fourth booster using the COVID-19 vaccine from Pfizer-BioNTech called
1475160540305666056,1,TrialSite reported that Israel has put a hold on whether to commence with a fourth booster using the COVID-19 vaccine from Pfizer-BioNTech called
1475160540305666056,1,TrialSite reported that Israel has put a hold on whether to commence with a fourth booster using the COVID-19 vaccine from Pfizer-BioNTech called
1581359406989836289,3,protects against shingles in people taking immunomodulators without causing disease flares
1606271331686907908,2,"For example,’ she wrote"
1606271331686907908,2,"For example,’ she wrote"
1606271331686907908,1,VAERS staff conducted assessments showing that causal associations exist between thrombosis with thrombocytopenia syndrome and Janssen’s COVID-19 vaccine and between myocarditis and mRNA COVID-19 vaccination
1606271331686907908,1,VAERS staff conducted assessments showing that causal associations exist between thrombosis with thrombocytopenia syndrome and Janssen’s COVID-19 vaccine and between myocarditis and mRNA COVID-19 vaccination
634651929486843904,1,Zostavax = Live att. Zoster
634651929486843904,3,a concentration at least 14 times that found in Varivax
1737897907075056049,2,should be considered in the development and use of mRNA-based vaccines
1737897907075056049,2,should be considered in the development and use of mRNA-based vaccines
1737897907075056049,2,should be considered in the development and use of mRNA-based vaccines
1737897907075056049,2,should be considered in the development and use of mRNA-based vaccines
913136697285779457,3,Fluzone tested safe in pregnant rats
913136697285779457,2,Keep calm
913136697285779457,2,Keep calm
1740183795503124487,3,The FDA gives emergency use authorization to the Janssen/Johnson & Johnson COVID-19 vaccine
1740183795503124487,3,The FDA approves the Pfizer-BioNTech COVID-19 vaccine
1740183795503124487,1,lol what? why are you afraid of masks and reading?
1740183795503124487,1,lol what? why are you afraid of masks and reading?
1740183795503124487,1,lol what? why are you afraid of masks and reading?
1740183795503124487,1,lol what? why are you afraid of masks and reading?
1740183795503124487,1,lol what? why are you afraid of masks and reading?
1740183795503124487,1,lol what? why are you afraid of masks and reading?
1740183795503124487,3,The FDA gives emergency use authorization to the Janssen/Johnson & Johnson COVID-19 vaccine
1740183795503124487,3,The FDA approves the Pfizer-BioNTech COVID-19 vaccine
1384648398217809921,3,"if you’re elegible, avoid misery and worsening complications—get the Shingrix"
1740614201620705616,1,Marxist Democrats led by Fauci/Birx & the evil executives at Pfizer/Moderna promising that the Covid-19 vaccines were 99% effective
1740614201620705616,1,Marxist Democrats led by Fauci/Birx & the evil executives at Pfizer/Moderna promising that the Covid-19 vaccines were 99% effective
1740614201620705616,3,Marxist Democrats led by Fauci/Birx & the evil executives at Pfizer/Moderna promising that the Covid-19 vaccines were 99% effective
1740614201620705616,3,Marxist Democrats led by Fauci/Birx & the evil executives at Pfizer/Moderna promising that the Covid-19 vaccines were 99% effective
1475222827791835139,1,55 years to hide truth
1475222827791835139,3,"FDA says to process 329,000 pages of documents at 500 pages per month so it can redact exempt material"
1710009398817398965,3,people should care about the health and well being of the defending soldiers
1430984608414269440,3,Only contraindication is a severe allergic reaction to a vaccine component or following a prior dose
1373440595570667522,2,Varicella/Varivax has been in circulation for 40-50 years not just ONE
1603164472889180160,2,Its gene therapy you divvy!
1603164472889180160,2,"Its gene therapy you divvy! Like I originally said, what else are you wrong about? You seem very unresearched"
1603164472889180160,2,"Its gene therapy you divvy! Like I originally said, what else are you wrong about? You seem very unresearched"
1603164472889180160,2,"Its gene therapy you divvy! Like I originally said, what else are you wrong about? You seem very unresearched"
1461480457829298178,3,But got both shingrix last year. Nasty side effects but shingles far worse. Get vaxed!
1461480457829298178,3,"Me, too"
1461480457829298178,3,"Me, too"
1461480457829298178,3,"Me, too"
1738942654589653197,1,Pfizer and Moderna know the efficacy vs. JN.1. They know and hide it.
1738942654589653197,3,Pfizer and Moderna know the efficacy vs. JN.1. They know and hide it.
1738942654589653197,1,got the Covid with symptoms 2.5 months after they got the Pfizer XBB jab
1738942654589653197,1,got the Covid with symptoms 2.5 months after they got the Pfizer XBB jab
1738942654589653197,3,Pfizer and Moderna know the efficacy vs. JN.1. They know and hide it.
1740377847758540944,1,And where does Maron claim the COVID vaccine stops dementia?
1740377847758540944,3,as the table is from a scientific publication by Pfizer/BioNTech
1740377847758540944,3,And where does Maron claim the COVID vaccine stops dementia?
1461737523454038019,1,Which caused systemic symptoms in half of trial participants (placebo=25%)
1313780494685868032,3,"The most recent was Gardasil 9, which is approved"
1313780494685868032,3,Three HPV vaccines have been approved by the Food and Drug Administration
1313780494685868032,3,Three HPV vaccines have been approved by the Food and Drug Administration
1313780494685868032,3,Three HPV vaccines have been approved by the Food and Drug Administration
1473215585064394752,3,I am double vaxed and Moderna booster
1612941018042597376,2,
1197600116213002240,1,I am writing regarding unrefuted scientific facts about fetal DNA contaminants in the Measles-Mumps-Rubella vaccine
1197600116213002240,1,I am writing regarding unrefuted scientific facts about fetal DNA contaminants in the Measles-Mumps-Rubella vaccine
1197600116213002240,3,Merck’s MMR II vaccine
1197600116213002240,3,Merck’s MMR II vaccine
1730521629426421830,1,"Pfizer’s safety document doesn’t list known side effects of the Pfizer-BioNTech COVID-19 vaccine but adverse events that occurred following vaccination, regardless of what caused them"
1730521629426421830,3,Its been debunked and explained so many times
1460066187149299718,3,They really should lower the age for Shingrix to 40
1476476117649350661,3,Narrator: In reality they did not
1476476117649350661,1,Malone has also claimed that the Pfizer–BioNTech and Moderna COVID-19 vaccines could worsen COVID-19 infections
1608211245492219904,1,cheapest production possible after Pfizer/BioNTech merged with Fosun Pharma
1608211245492219904,1,cheapest production possible after Pfizer/BioNTech merged with Fosun Pharma
1608211245492219904,1,Pathologist Reveals What Is Really In The COVID Vaccines - Its about what youd expect if they were manufactured in China
1608211245492219904,1,Pathologist Reveals What Is Really In The COVID Vaccines - Its about what youd expect if they were manufactured in China
965133538172399617,3,which triggers the stronger immune response
965133538172399617,3,which also triggers a stronger immune response
1724425473248075935,3,stopped the number one cause of cervical cancer. HPV causes cervical cancer yet nobody even knows that they’re being exposed or that they have it. It also helps diminished genital warts.
532936437239664640,3,Learn more about Flumist
532936437239664640,3,Children can receive the influenza vaccine
1584851592024838149,1,Children hospitalizations
1584851592024838149,1,Children hospitalizations
1584851592024838149,1,Children hospitalizations
1731044247368032685,1,"After taking Covid vaccine, I have been facing Alopecia Areta on my chin. I will never trust your company again"
1731044247368032685,3,If you cant take responsibility of your own actions then better not play with peoples health. Shame on you guys
1731044247368032685,3,If you cant take responsibility of your own actions then better not play with peoples health. Shame on you guys
1474786139718524928,3,thanks to Moderna booster Im the only person in my family without Covid
1474786139718524928,3,Merry Christmas and thank you @DollyParton
1608811325941223424,1,Refusing the MRNA COVID vaccines is not being “anti-vax.”
1608811325941223424,3,I took the traditional-based Novavax recently
1608811325941223424,1,"but I refused Pfizer, Moderna, & Johnson"
1608811325941223424,3,Refusing the MRNA COVID vaccines is not being “anti-vax.”
1718577587033866593,1,Intracellular Reverse Transcription of Pfizer BioNTech COVID-19 mRNA Vaccine BNT162b2 In Vitro in Human Liver Cell Line
1653497094332731414,3,"Gardasil-9 the vaccine offered by the NHS to children as young as 12-13 years of age, could help protect against nine strains of HPV"
1653497094332731414,3,"Gardasil-9 the vaccine offered by the NHS to children as young as 12-13 years of age, could help protect against nine strains of HPV"
1736059847295013043,1,side effects of 100ug of Moderna Covid shot
1314550399760838657,3,Meh
1314550399760838657,2,"Didnt contain them, but they were used during testing"
1314550399760838657,2,"Didnt contain them, but they were used during testing"
1314550399760838657,2,"Didnt contain them, but they were used during testing"
1600908347930476544,3,Get the shingles vaccine from GSK called Shingrix.
423541299313004544,2,linked to slightly raised intussusception risk in infants
423541299313004544,1,more risk than Rotarix
423541299313004544,3,more risk than Rotarix
1458101727756947465,3,"The trials that led to approval of Gardasil 9 found it to be nearly 100% effective in preventing cervical, vulvar, and vaginal infections and precancers caused by all seven cancer-causing HPV types (16, 18, 31, 33, 45, 52, and 58) that it targets"
1728651240798838860,1,speaking as though they had long term safety data 6 - 9 months later is so unethical
1728651240798838860,1,speaking as though they had long term safety data 6 - 9 months later is so unethical
1728651240798838860,1,speaking as though they had long term safety data 6 - 9 months later is so unethical
1728651240798838860,1,speaking as though they had long term safety data 6 - 9 months later is so unethical
1444458325114978306,2,"It was the second shot of the latter that took the injection site to a new level of pain and not just warmth, but heat"
1444458325114978306,2,"I had the earlier Zoster vaccine & the newer, more effective Shingrix 2-dose vaccine"
1444458325114978306,2,"Been there, done that"
1444458325114978306,2,"Been there, done that"
1736927910534037559,1,"Indians are dying due to Homemade COVID vaccine poisons like Covaxin and Covishield instead of Pfizer, Moderna and JNJ vaccines"
1736927910534037559,1,"Indians are dying due to Homemade COVID vaccine poisons like Covaxin and Covishield instead of Pfizer, Moderna and JNJ vaccines"
1736927910534037559,1,"Indians are dying due to Homemade COVID vaccine poisons like Covaxin and Covishield instead of Pfizer, Moderna and JNJ vaccines"
1736927910534037559,1,"Only difference is that Indians are dying due to Homemade COVID vaccine poisons like Covaxin and Covishield instead of Pfizer, Moderna and JNJ vaccines"
1736927910534037559,1,"Only difference is that Indians are dying due to Homemade COVID vaccine poisons like Covaxin and Covishield instead of Pfizer, Moderna and JNJ vaccines"
1736927910534037559,1,"Only difference is that Indians are dying due to Homemade COVID vaccine poisons like Covaxin and Covishield instead of Pfizer, Moderna and JNJ vaccines"
1669762237064441856,3,I just got my first dose! Im relieved to not miss out just because my mom was scared for me to get it when I was younger
1669762237064441856,1,I just got my first dose! Im relieved to not miss out just because my mom was scared for me to get it when I was younger
1608471400465203200,2,She said its just saline because it doesnt have side effects like Pfizer and Moderna. that seems like a good thing💉
1608471400465203200,1,She said its just saline because it doesnt have side effects like Pfizer and Moderna. that seems like a good thing💉
1608471400465203200,1,Chinese say Chinas COVID vaccine is a inactive placebo
1584027562132402177,3,"Ive had Johnsons Janssen, Moderna, & Pfizer vaccines"
1584027562132402177,2,"Yep, me! No Covid illness so far."
1608643892752306177,1,statistically significant excess miscarriage rate to be FACTUAL and highly important. Why does Moderna cause MORE miscarriages?
1608643892752306177,1,statistically significant excess miscarriage rate to be FACTUAL and highly important. Why does Moderna cause MORE miscarriages?
1732691660121997422,3,"Research has shown beyond doubt that mRNA vaccination against COVID-19 is safe. Billions of doses of the Moderna and Pfizer mRNA vaccines have been safely delivered, saving lives worldwide."
1732691660121997422,3,"Research has shown beyond doubt that mRNA vaccination against COVID-19 is safe. Billions of doses of the Moderna and Pfizer mRNA vaccines have been safely delivered, saving lives worldwide."
1608224876757753862,1,"I didn’t get Covid until two weeks after I got my second booster. I would not get Moderna again, but I would get boosted"
1719193646820634757,2,"It is an mRNA (messenger RNA) vaccine, which is a different technology from gene therapy."
1719193646820634757,2,"No, the Pfizer-BioNTech COVID-19 vaccine is not considered gene therapy."
1719193646820634757,2,"No, the Pfizer-BioNTech COVID-19 vaccine is not considered gene therapy."
1734537438104555994,1,Of course they did they knew it was poison!
1734537438104555994,1,"11,000 politicians & elites got COVID vaccine exemptions"
1739698682742685941,1,"The covid vaccines have the highest failure rates of any FDA approved vaccine in history, & had they not been approved under emergency order, wouldnt have met the threshold for approval. The Pfizer & Moderna vaccines have already been downgraded..."
1739698682742685941,1,The Pfizer & Moderna vaccines have already been downgraded...
1739698682742685941,2,The science side sucked too
1739698682742685941,2,The science side sucked too
1739698682742685941,3,The covid vaccines have the highest failure rates of any FDA approved vaccine in history
1646352071371943943,3,CDC recommends that adults 50 years and older get two doses of the shingles vaccine called Shingrix (recombinant zoster vaccine) to prevent shingles
1646352071371943943,3,CDC recommends that adults 50 years and older get two doses of the shingles vaccine called Shingrix (recombinant zoster vaccine) to prevent shingles
1607616340935970818,2,This means there is live virus in at least some of the vaccines
1328815423677227008,3,Old doc tired of educating about the HPV vaccine but unable to give due to cost
1736907700775403839,1,COVID-19 mRNA Vaccine sudden deaths are at an all time high
1736907700775403839,1,"Montreal, QC - 51 year old recently ordained Opus Dei Priest Father Fadi Sarraf died suddenly from a heart attack while preaching at a facility near Montreal"
1237815225677733888,3,Gardasil 9 HPV vaccine can prevent most cases
1237815225677733888,3,we could save 1 to 2 million CHILDREN a year
1608249258297249793,3,"Vaccines are helpful, but doesnt stop the damage COVID does to the body"
1608249258297249793,2,"I took the Janssen vaccine, not P or M"
1608249258297249793,2,"I took the Janssen vaccine, not P or M"
1708531470225051704,3,I just finished my shot of gardasil 9 and Im 38.
1708531470225051704,3,I just finished my shot of gardasil 9 and Im 38.
1603849534207324160,1,That vaxx is a dousy - The trial’s description reports the “time to have Aortic aneurysm rupture from when people get Pfizer BioNTech Covid Vaccine:
452200195603050496,2,FDA expands age indication
452200195603050496,3,expands age indication
452200195603050496,3,Sanofi Pasteurs Adacel Tdap vaccine
1475015193918939139,3,Getting a third dose of either Pfizer-BioNTechs (PFE.N) or Modernas (MRNA.O) COVID-19 vaccine offers a significant increase in protection against the Omicron variant in elderly people
1473215766488961024,3,Some early Moderna vaccine trial participants who have received a 3rd booster are still showing strong antibody protection after 8 months
1473215766488961024,1,Im sorry youre scared of needles
1473215766488961024,1,Im sorry youre scared of needles
1473215766488961024,1,Im sorry youre scared of needles
1741122904555655168,1,Those who have been fully vaccinated with two shots from Moderna or Pfizer are more likely to contract Covid-19 than those who have not been vaccinated at all
1741122904555655168,1,Those who have been fully vaccinated with two shots from Moderna or Pfizer are more likely to contract Covid-19 than those who have not been vaccinated at all
989202515538399232,3,We are proud to announce that
989202515538399232,3,Sanofi Pasteur’s sBLA for Fluzone® Quadrivalent (Influenza Vaccine)
989202515538399232,3,We are proud to announce that the @US_FDA has accepted for review
601566602304315392,3,wonderful ingredients that go into it
601566602304315392,3,wonderful ingredients that go into it
1576337094712393728,3,"Yes, people age 50 or older are at higher risk for herpes zoster (Shingles). That’s why Shingrix is recommended as part of adult immunization."
1576337094712393728,3,"Yes, people age 50 or older are at higher risk for herpes zoster (Shingles). That’s why Shingrix is recommended as part of adult immunization."
1576337094712393728,3,"Yes, people age 50 or older are at higher risk for herpes zoster (Shingles). That’s why Shingrix is recommended as part of adult immunization."
1576337094712393728,3,"Yes, people age 50 or older are at higher risk for herpes zoster (Shingles). That’s why Shingrix is recommended as part of adult immunization."
1576337094712393728,3,"Yes, people age 50 or older are at higher risk for herpes zoster (Shingles). That’s why Shingrix is recommended as part of adult immunization."
1722825406603280671,3,drive the expansion of the adult immunisation category
1272523724621860866,3,@FDAOncology approves Gardasil 9 (HPV vaccine) for preventing head & neck cancer
1272523724621860866,3,approves Gardasil 9 (HPV vaccine) for preventing head & neck cancer
1606379723923329038,3,"A vaccine safety surveillance study from the Food and Drug Administration has been misrepresented online. The paper did not establish a link between the Pfizer/BioNTech COVID-19 vaccine and blood clots, as some have claime"
1606379723923329038,3,The paper did not establish a link between the Pfizer/BioNTech COVID-19 vaccine and blood clots
1603268084160135169,1,Severe allergic reactions have been reported following administration of the Pfizer-BioNTech COVID-19 Vaccine. Myocarditis and pericarditis have been reported following administration of the Pfizer-BioNTech COVID-19 Vaccine
1240021226334171137,1,Each 0.5 ml dose of the Gardasil 9 (HPV) Vaccine contains 500 mcg of Aluminum -- 2000% more than the FDA established safe limit
1553126901060980744,2,I bet they never took Fluzone or Flublok or any influenza vaccine either 😂
1553126901060980744,2,I bet they never took Fluzone or Flublok or any influenza vaccine either 😂
1716658293068943775,3,"Gardasil-9 protects you from 9 HPV strains that cause warts and certain cancers. It is given in 3 doses and costs 5500/dose, way cheaper than the usual 9k. Immunization week will last til Oct 26 lang."
1456592131754061829,3,the recombinant zoster vaccine (Shingrix) is the only shingles vaccine proven to be up to 90% effective in clinical trials
1230098528447283201,2,Do you think Gardasil 9 a HPV vaccine used for both girls and boys can prevent most cases of cervical cancer if given before a girl or woman is exposed to the virus.?
1230098528447283201,2,Do you think Gardasil 9 a HPV vaccine used for both girls and boys can prevent most cases of cervical cancer if given before a girl or woman is exposed to the virus.?
1705725612743446900,3,reduce her risk
1475935672380936200,3,no new safety concerns identified
1475935672380936200,3,There is robust evidence to support a positive benefit risk for children in this age group
1432558791652823042,3,the Gardasil 9 vaccine is available for the prevention of genital warts and cancers caused by HPV
1727525993261551675,1,21k vote difference and every court refused to hear any fraud cases??? Its clear who did it too
1475648563153571843,2,Where are the %s for unvaccinated and fully vaccinated or arent there any unvaccinated kids hospitalized?
1330566671786917890,3,those > 26y can still benefit from the 9-valent vaccine despite exposure to certain HPV strains in the past
1330566671786917890,3,Exactly
1330566671786917890,3,Exactly
1085078747437563907,2,Those who receive the proper dosing of the chickenpox vaccine (Varivax)
1085078747437563907,2,"Those who receive the proper dosing of the chickenpox vaccine (Varivax) or (ProQuad which is a combination measles, mumps, rubella, and varicella vaccine)"
1579730657798127617,1,as demonstrated by the Covid vaccines that are actually killing people
1579730657798127617,1,as demonstrated by the Covid vaccines that are actually killing people
1579730657798127617,3,Vitale & Janssen are just pushing more drugs on ignorant people to make more money
1579730657798127617,3,Vitale & Janssen are just pushing more drugs on ignorant people to make more money
1608518533960404992,1,A new Nordic study found males aged 12-39 who took a Moderna COVID-19 booster compared to a second dose experienced a 9-fold increase in the risk of myocarditis
1444048116072730624,3,Mercks Varivax (varicella) was developed in 1981 and licensed in 1995. They recently completed a 22-year safety study
1444048116072730624,3,MMR has a similar track record with proven technology
533016875094274048,3,is available for
533016875094274048,3,We have influenza vaccine for patients
1728700619488207304,1,Despite all the evidence of their harms
1728700619488207304,3,Ursula von der Leyen is also the key buyer of the defective Pfizer covid jabs
1728700619488207304,3,"Pfizer,BioNtech are suing Poland in the court to force them to keep paying for these jabs as part of a contract VDL negotiated in secrecy"
1728700619488207304,3,"Pfizer,BioNtech are suing Poland in the court to force them to keep paying for these jabs as part of a contract VDL negotiated in secrecy"
1475912237126721536,3,EXCEEDINGLY small
1475912237126721536,2,"In fact, other than “If you have had a severe allergic reaction to any ingredient in the Pfizer-BioNTech COVID-19 vaccine (such as polyethylene glycol), you should not get this vaccine”, I can’t find anything"
1475912237126721536,2,"In fact, other than “If you have had a severe allergic reaction to any ingredient in the Pfizer-BioNTech COVID-19 vaccine (such as polyethylene glycol), you should not get this vaccine”, I can’t find anything"
1475912237126721536,2,"In fact, other than “If you have had a severe allergic reaction to any ingredient in the Pfizer-BioNTech COVID-19 vaccine (such as polyethylene glycol), you should not get this vaccine”, I can’t find anything"
1475912237126721536,2,"In fact, other than “If you have had a severe allergic reaction to any ingredient in the Pfizer-BioNTech COVID-19 vaccine (such as polyethylene glycol), you should not get this vaccine”, I can’t find anything"
1603642560609755138,3,The vaccine has been shown to prevent COVID-19 following 2 doses given 3 weeks apart
1603642560609755138,3,The vaccine has been shown to prevent COVID-19 following 2 doses given 3 weeks apart
1603642560609755138,2,"WHAT ARE THE BENEFITS OF COMIRNATY (COVID-19 VACCINE, mRNA) AND THE PFIZER-BIONTECH COVID-19 VACCINE?"
1603642560609755138,2,"WHAT ARE THE BENEFITS OF COMIRNATY (COVID-19 VACCINE, mRNA) AND THE PFIZER-BIONTECH COVID-19 VACCINE?"
1723993015356637244,1,"Genocide by Destroying the Natural immunity, of millions"
1723993015356637244,3,"Everyone, all Scumbags at Pfizer, BioNTech an their Enablers deserve *Karma earned"
1666384527902806016,3,protects against vaginal and vulvar cancers
584778493558423552,3,Only 2 rotavirus vaccines are approved for infants
584778493558423552,3,Only 2 rotavirus vaccines are approved for infants
584778493558423552,3,Only 2 rotavirus vaccines are approved for infants
584778493558423552,3,Merck’s RotaTeq
584778493558423552,2,GlaxoSmithKline’s Rotarix
584778493558423552,3,Merck’s RotaTeq
584778493558423552,2,Merck’s RotaTeq
584778493558423552,3,GlaxoSmithKline’s Rotarix
584778493558423552,3,GlaxoSmithKline’s Rotarix
1737296060962201720,3,thankful she had ZERO side effects. Hallelujah! 🙏🏻
1737296060962201720,3,thankful she had ZERO side effects. Hallelujah! 🙏🏻
1737296060962201720,1,severe side effects from Moderna previously.
1737296060962201720,3,thankful she had ZERO side effects. Hallelujah! 🙏🏻
1737296060962201720,3,thankful she had ZERO side effects. Hallelujah! 🙏🏻
1737296060962201720,1,severe side effects from Moderna previously.
1608914247500849152,1,Therapeutics to counter COVID would have destroyed profits for Moderna and Pfizer
1608914247500849152,3,Faucis friends made a lot of money from the vaccines and boosters
1474688270063718401,3,Food and Drug Administration approved the first COVID-19 vaccine. The vaccine has been known as the Pfizer-BioNTech COVID-19 Vaccine
1474688270063718401,3,and will now be marketed as Comirnaty
1474688270063718401,3,Food and Drug Administration approved the first COVID-19 vaccine. The vaccine has been known as the Pfizer-BioNTech COVID-19 Vaccine
1474688270063718401,3,and will now be marketed as Comirnaty
1271631513378054144,3,prevent head-and-neck cancer
1271631513378054144,3,"US_FDA approves Gardasil 9, the HPV vaccine"
1271631513378054144,3,via @statnews
1728274273230635144,1,"Aortic aneurysm rupture is found among people who get Pfizer BioNTech Covid Vaccine, especially for people who are male, 60+ old, and in the first week of getting the vaccine."
511949734903554049,3,Got my flumist this am
511949734903554049,3,ordered my first influenza vaccine
511949734903554049,3,from neurology clinic
511949734903554049,3,from neurology clinic
